"region","specie","PID","major"
"Off Florida, Atlantic coast","Squalus tiburo",40,"31"
"Off Florida, Atlantic coast","Squalus tiburo",41,"31"
"Off Florida, Atlantic coast","Squalus tiburo",42,"31"
"Off Florida, Atlantic coast","Squalus tiburo",43,"31"
"Off Florida, Atlantic coast","Squalus tiburo",44,"31"
"Off Florida, Atlantic coast","Squalus tiburo",45,"31"
"Off Florida, Atlantic coast","Squalus tiburo",48,"31"
"Off Florida, Atlantic coast","Squalus tiburo",49,"31"
"Off Florida, Atlantic coast","Squalus tiburo",147,"31"
"Off Florida, Atlantic coast","Squalus tiburo",152,"31"
"Off Florida, Atlantic coast","Squalus tiburo",153,"31"
"Off Florida, Atlantic coast","Squalus tiburo",154,"31"
"Off Florida, Atlantic coast","Squalus tiburo",155,"31"
"Off Florida, Atlantic coast","Squalus tiburo",156,"31"
"Off Florida, Atlantic coast","Squalus tiburo",157,"31"
"Off Florida, Atlantic coast","Squalus tiburo",159,"31"
"Off Florida, Atlantic coast","Squalus tiburo",161,"31"
"Off Florida, Atlantic coast","Squalus tiburo",162,"31"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",254,"27"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",254,"27"
"Reykjanes and Mid-Atlantic ridge","Macrourus stroemii",254,"27"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",252,"27"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",253,"27"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",266,"27"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",267,"27"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",252,"27"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",253,"27"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",266,"27"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",267,"27"
"Reykjanes and Mid-Atlantic ridge","Macrourus stroemii",252,"27"
"Reykjanes and Mid-Atlantic ridge","Macrourus stroemii",253,"27"
"Reykjanes and Mid-Atlantic ridge","Macrourus stroemii",266,"27"
"Reykjanes and Mid-Atlantic ridge","Macrourus stroemii",267,"27"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",175,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",176,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",177,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",178,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",179,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",180,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",181,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",198,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",199,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",200,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",201,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",202,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",203,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",204,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",205,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",206,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",207,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",208,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",209,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",210,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",211,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",212,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",213,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",214,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",215,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",216,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",217,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",218,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",219,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",220,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",221,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",222,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",223,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",224,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",225,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",226,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaena rupestris",227,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",175,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",176,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",177,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",178,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",179,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",180,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",181,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",198,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",199,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",200,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",201,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",202,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",203,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",204,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",205,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",206,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",207,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",208,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",209,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",210,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",211,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",212,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",213,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",214,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",215,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",216,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",217,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",218,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",219,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",220,"21"
"Reykjanes and Mid-Atlantic ridge","Coryphaenoides rupestris",221,"21"
