"region","specie","eez","major"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",16,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",17,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",172,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",220,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",221,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",236,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",8,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",10,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",12,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",189,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",11,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",212,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",18,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",196,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",203,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",123,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",124,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",125,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",126,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",190,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",209,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",210,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",15,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",173,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",197,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",198,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",5,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",6,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",7,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",9,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",155,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",177,"71"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",86,"77"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",106,"77"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",107,"77"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",114,"77"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",115,"77"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",116,"77"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",117,"77"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",118,"77"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",119,"77"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",120,"77"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",121,"77"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",122,"77"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",123,"77"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",124,"77"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",125,"77"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",126,"77"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",127,"77"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",128,"77"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",185,"77"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",210,"77"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",214,"77"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",215,"77"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",217,"77"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",218,"77"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",224,"77"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",108,"87"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",199,"87"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",88,"87"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",109,"87"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",160,"87"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",240,"87"
"Indo-West Pacific, Eastern Pacific","Sphyrna lewini",206,"87"
"insular slope of Madeira and Japan","Deania hystricosa",42,"27"
"insular slope of Madeira and Japan","Deania hystricosa",189,"61"
"insular slopes of New Caledonia","Squalus melanurus",5,"71"
"insular slopes of New Hebrides","Squalus rancureli",6,"71"
"insular slopes of the Hawaiian Islands","Etmopterus villosus",185,"77"
"Israel, Lebanon, and Mediterranean coast of Sinai","Pelates quadrilineatus",195,"37"
"Israel, Lebanon, and Mediterranean coast of Sinai","Pelates quadrilineatus",60,"37"
"Israel, Lebanon, and Mediterranean coast of Sinai","Pelates quadrilineatus",193,"37"
"Israel, Lebanon, and Mediterranean coast of Sinai","Pelates quadrilineatus",194,"37"
"Makassar Straits","Scyliorhinus sibogae",172,"71"
"Marquesas Is.","Sardinella marquesensis",115,"77"
"Mediterranean and Black Sea","Gaidropsarus mustellaris",54,"37"
"Mediterranean and Black Sea","Gaidropsarus mustellaris",55,"37"
"Mediterranean and Black Sea","Gaidropsarus mustellaris",56,"37"
"Mediterranean and Black Sea","Gaidropsarus mustellaris",57,"37"
"Mediterranean and Black Sea","Gaidropsarus mustellaris",58,"37"
"Mediterranean and Black Sea","Gaidropsarus mustellaris",207,"37"
"Mediterranean and Black Sea","Gaidropsarus mustellaris",138,"37"
"Mediterranean and Black Sea","Gaidropsarus mustellaris",219,"37"
"Mediterranean and Black Sea","Gaidropsarus mustellaris",225,"37"
"Mediterranean and Black Sea","Gaidropsarus mustellaris",229,"37"
"Mediterranean and Black Sea","Gaidropsarus mustellaris",46,"37"
"Mediterranean and Black Sea","Gaidropsarus mustellaris",64,"37"
"Mediterranean and Black Sea","Gaidropsarus mustellaris",63,"37"
"Mediterranean and Black Sea","Gaidropsarus mustellaris",139,"37"
"Mediterranean and Black Sea","Gaidropsarus mustellaris",140,"37"
"Mediterranean and Black Sea","Gaidropsarus mustellaris",178,"37"
"Mediterranean and Black Sea","Gaidropsarus mustellaris",232,"37"
"Mediterranean and Black Sea","Gaidropsarus mustellaris",50,"37"
"Mediterranean and Black Sea","Gaidropsarus mustellaris",51,"37"
"Mediterranean and Black Sea","Gaidropsarus mustellaris",61,"37"
"Mediterranean and Black Sea","Gaidropsarus mustellaris",59,"37"
"Mediterranean and Black Sea","Gaidropsarus mustellaris",60,"37"
"Mediterranean and Black Sea","Gaidropsarus mustellaris",62,"37"
"Mediterranean and Black Sea","Gaidropsarus mustellaris",193,"37"
"Mediterranean and Black Sea","Gaidropsarus mustellaris",195,"37"
"Mediterranean and Black Sea","Gaidropsarus mustellaris",45,"37"
"Mediterranean and Black Sea","Gaidropsarus mustellaris",230,"37"
"Mediterranean and the Black Sea","Umbrina cirrosa",54,"37"
"Mediterranean and the Black Sea","Umbrina cirrosa",55,"37"
"Mediterranean and the Black Sea","Umbrina cirrosa",56,"37"
"Mediterranean and the Black Sea","Umbrina cirrosa",57,"37"
"Mediterranean and the Black Sea","Umbrina cirrosa",58,"37"
"Mediterranean and the Black Sea","Umbrina cirrosa",207,"37"
"Mediterranean and the Black Sea","Umbrina cirrosa",138,"37"
"Mediterranean and the Black Sea","Umbrina cirrosa",219,"37"
"Mediterranean and the Black Sea","Umbrina cirrosa",225,"37"
"Mediterranean and the Black Sea","Umbrina cirrosa",229,"37"
"Mediterranean and the Black Sea","Umbrina cirrosa",46,"37"
"Mediterranean and the Black Sea","Umbrina cirrosa",64,"37"
"Mediterranean and the Black Sea","Umbrina cirrosa",63,"37"
"Mediterranean and the Black Sea","Umbrina cirrosa",139,"37"
"Mediterranean and the Black Sea","Umbrina cirrosa",140,"37"
"Mediterranean and the Black Sea","Umbrina cirrosa",178,"37"
"Mediterranean and the Black Sea","Umbrina cirrosa",232,"37"
"Mediterranean and the Black Sea","Umbrina cirrosa",50,"37"
"Mediterranean and the Black Sea","Umbrina cirrosa",51,"37"
"Mediterranean and the Black Sea","Umbrina cirrosa",61,"37"
"Mediterranean and the Black Sea","Umbrina cirrosa",59,"37"
"Mediterranean and the Black Sea","Umbrina cirrosa",60,"37"
"Mediterranean and the Black Sea","Umbrina cirrosa",62,"37"
"Mediterranean and the Black Sea","Umbrina cirrosa",193,"37"
"Mediterranean and the Black Sea","Umbrina cirrosa",195,"37"
"Mediterranean and the Black Sea","Umbrina cirrosa",45,"37"
"Mediterranean and the Black Sea","Umbrina cirrosa",230,"37"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",54,"37"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",55,"37"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",56,"37"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",57,"37"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",58,"37"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",207,"37"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",138,"37"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",219,"37"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",225,"37"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",229,"37"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",46,"37"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",64,"37"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",63,"37"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",139,"37"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",140,"37"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",178,"37"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",232,"37"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",50,"37"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",51,"37"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",61,"37"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",59,"37"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",60,"37"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",62,"37"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",193,"37"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",195,"37"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",45,"37"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",230,"37"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",42,"34"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",43,"34"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",47,"34"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",175,"34"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",225,"34"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",230,"34"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",48,"34"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",245,"34"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",41,"34"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",49,"34"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",239,"34"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",143,"34"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",76,"34"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",144,"34"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",77,"34"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",78,"34"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",79,"34"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",85,"34"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",145,"34"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",146,"34"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",231,"34"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",83,"34"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",147,"34"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",148,"34"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",151,"34"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",80,"34"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",149,"34"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",150,"34"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",80,"47"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",148,"47"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",149,"47"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",150,"47"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",81,"47"
"Mediterranean and west coast of Africa","Dentex macrophthalmus",82,"47"
"N. Europe, 1968-69","Micromesistius poutassou",170,"27"
"N. Europe, 1968-69","Micromesistius poutassou",182,"27"
"N. Europe, 1968-69","Micromesistius poutassou",219,"27"
"N. Europe, 1968-69","Micromesistius poutassou",164,"27"
"N. Europe, 1968-69","Micromesistius poutassou",165,"27"
"N. Europe, 1968-69","Micromesistius poutassou",112,"27"
"N. Europe, 1968-69","Micromesistius poutassou",44,"27"
"N. Europe, 1968-69","Micromesistius poutassou",137,"27"
"N. Europe, 1968-69","Micromesistius poutassou",227,"27"
"N. Europe, 1968-69","Micromesistius poutassou",136,"27"
"N. Europe, 1968-69","Micromesistius poutassou",242,"27"
"N. Europe, 1968-69","Micromesistius poutassou",163,"27"
"N. Europe, 1968-69","Micromesistius poutassou",162,"27"
"N. Europe, 1968-69","Micromesistius poutassou",202,"27"
"N. Europe, 1968-69","Micromesistius poutassou",226,"27"
"N. Europe, 1968-69","Micromesistius poutassou",52,"27"
"N. Europe, 1968-69","Micromesistius poutassou",141,"27"
"N. Europe, 1968-69","Micromesistius poutassou",207,"27"
"N. Europe, 1968-69","Micromesistius poutassou",53,"27"
"N. Europe, 1968-69","Micromesistius poutassou",135,"27"
"N. Europe, 1968-69","Micromesistius poutassou",184,"27"
"N. Europe, 1968-69","Micromesistius poutassou",113,"27"
"N. North Sea, 1964-1965","Merlangius merlangus",44,"27"
"N. North Sea, 1964-1965","Merlangius merlangus",137,"27"
"N. North Sea, 1964-1965","Merlangius merlangus",182,"27"
"N. North Sea, 1964-1965","Merlangius merlangus",219,"27"
"N. North Sea, 1964-1965","Merlangius merlangus",227,"27"
"N. North Sea, 1964-1965","Merlangius merlangus",136,"27"
"N. North Sea, 1964-1965","Merlangius merlangus",242,"27"
"N. North Sea, 1964-1965","Merlangius merlangus",112,"27"
"N. North Sea, 1976-79","Melanogrammus aeglefinus",44,"27"
"N. North Sea, 1976-79","Melanogrammus aeglefinus",137,"27"
"N. North Sea, 1976-79","Melanogrammus aeglefinus",182,"27"
"N. North Sea, 1976-79","Melanogrammus aeglefinus",219,"27"
"N. North Sea, 1976-79","Melanogrammus aeglefinus",227,"27"
"N. North Sea, 1976-79","Melanogrammus aeglefinus",136,"27"
"N. North Sea, 1976-79","Melanogrammus aeglefinus",242,"27"
"N. North Sea, 1976-79","Melanogrammus aeglefinus",112,"27"
"NE Arctic, 1968-71","Melanogrammus aeglefinus",242,"27"
"NE Arctic, 1968-71","Melanogrammus aeglefinus",226,"27"
"NE Arctic, 1968-71","Melanogrammus aeglefinus",135,"27"
"NE Arctic, 1968-71","Melanogrammus aeglefinus",207,"27"
"NE Arctic, 1968-71","Melanogrammus aeglefinus",163,"27"
"North Adriatic","Pagellus erythrinus",63,"37"
"North Adriatic","Pagellus erythrinus",138,"37"
"North Adriatic","Pagellus erythrinus",139,"37"
"North Adriatic","Pagellus erythrinus",140,"37"
"North Adriatic","Pagellus erythrinus",178,"37"
"North Adriatic","Pagellus erythrinus",232,"37"
"North African coasts","Lutjanus lapina",45,"37"
"North African coasts","Lutjanus lapina",46,"37"
"North African coasts","Lutjanus lapina",64,"37"
"North African coasts","Lutjanus lapina",138,"37"
"North African coasts","Lutjanus lapina",219,"37"
"North African coasts","Lutjanus lapina",225,"37"
"North African coasts","Lutjanus lapina",230,"37"
"North African coasts","Lutjanus lapina",229,"37"
"North African coasts","Lutjanus lapina",50,"37"
"North African coasts","Lutjanus lapina",51,"37"
"North African coasts","Lutjanus lapina",61,"37"
"North African coasts","Lutjanus lapina",63,"37"
"North African coasts","Lutjanus lapina",139,"37"
"North African coasts","Lutjanus lapina",232,"37"
"North African coasts","Lutjanus lapina",58,"37"
"North African coasts","Lutjanus lapina",59,"37"
"North African coasts","Lutjanus lapina",60,"37"
"North African coasts","Lutjanus lapina",62,"37"
"North African coasts","Lutjanus lapina",193,"37"
"North African coasts","Lutjanus lapina",195,"37"
"North African coasts","Lutjanus lapina",42,"34"
"North African coasts","Lutjanus lapina",43,"34"
"North African coasts","Lutjanus lapina",47,"34"
"North African coasts","Lutjanus lapina",175,"34"
"North African coasts","Lutjanus lapina",225,"34"
"North African coasts","Lutjanus lapina",230,"34"
"North African coasts","Lutjanus lapina",48,"34"
"North African coasts","Lutjanus lapina",245,"34"
"North Atlantic, English Channel area, Mediterranean and Black seas, Adriatic Sea","Mullus surmuletus",182,"27"
"North Atlantic, English Channel area, Mediterranean and Black seas, Adriatic Sea","Mullus surmuletus",219,"27"
"North Atlantic, English Channel area, Mediterranean and Black seas, Adriatic Sea","Mullus surmuletus",164,"27"
"North Atlantic, English Channel area, Mediterranean and Black seas, Adriatic Sea","Mullus surmuletus",165,"27"
"North Atlantic, English Channel area, Mediterranean and Black seas, Adriatic Sea","Mullus surmuletus",44,"27"
"North Atlantic, English Channel area, Mediterranean and Black seas, Adriatic Sea","Mullus surmuletus",137,"27"
"North Atlantic, English Channel area, Mediterranean and Black seas, Adriatic Sea","Mullus surmuletus",227,"27"
"North Atlantic, English Channel area, Mediterranean and Black seas, Adriatic Sea","Mullus surmuletus",136,"27"
"North Atlantic, English Channel area, Mediterranean and Black seas, Adriatic Sea","Mullus surmuletus",242,"27"
"North Atlantic, English Channel area, Mediterranean and Black seas, Adriatic Sea","Mullus surmuletus",112,"27"
"North Atlantic, English Channel area, Mediterranean and Black seas, Adriatic Sea","Mullus surmuletus",63,"37"
"North Atlantic, English Channel area, Mediterranean and Black seas, Adriatic Sea","Mullus surmuletus",138,"37"
"North Atlantic, English Channel area, Mediterranean and Black seas, Adriatic Sea","Mullus surmuletus",139,"37"
"North Atlantic, English Channel area, Mediterranean and Black seas, Adriatic Sea","Mullus surmuletus",140,"37"
"North Atlantic, English Channel area, Mediterranean and Black seas, Adriatic Sea","Mullus surmuletus",178,"37"
"North Atlantic, English Channel area, Mediterranean and Black seas, Adriatic Sea","Mullus surmuletus",232,"37"
"north of Cape Verde","Sarpa salpa",40,"34"
"north of Cape Verde","Sarpa salpa",41,"34"
"north of Cape Verde","Sarpa salpa",42,"34"
"north of Cape Verde","Sarpa salpa",43,"34"
"north of Cape Verde","Sarpa salpa",47,"34"
"north of Cape Verde","Sarpa salpa",245,"34"
"north of Cape Verde","Sarpa salpa",175,"34"
"north of Cape Verde","Sarpa salpa",225,"34"
"north of Cape Verde","Sarpa salpa",230,"34"
"north of Cape Verde","Sarpa salpa",48,"34"
"north of Cape Verde","Sarpa salpa",134,"34"
"north of Cape Verde","Sarpa salpa",49,"34"
"north of Cape Verde","Sarpa salpa",239,"34"
"north of Cape Verde","Sarpa salpa",143,"34"
"north of Cape Verde","Sarpa salpa",76,"34"
"north of Cape Verde","Sarpa salpa",144,"34"
"north of Cape Verde","Sarpa salpa",77,"34"
"north of Cape Verde","Sarpa salpa",78,"34"
"north of Cape Verde","Sarpa salpa",79,"34"
"north of Cape Verde","Sarpa salpa",85,"34"
"north of Cape Verde","Sarpa salpa",145,"34"
"north of Cape Verde","Sarpa salpa",146,"34"
"north of Cape Verde","Sarpa salpa",231,"34"
"north of Cape Verde","Sarpa salpa",83,"34"
"north of Cape Verde","Sarpa salpa",147,"34"
"north of Cape Verde","Sarpa salpa",148,"34"
"north of Cape Verde","Sarpa salpa",151,"34"
"north of Cape Verde","Sarpa salpa",65,"34"
"north of Cape Verde","Sarpa salpa",80,"34"
"north of Cape Verde","Sarpa salpa",149,"34"
"north of Cape Verde","Sarpa salpa",150,"34"
"North sea","Labrus bergylta",44,"27"
"North sea","Labrus bergylta",137,"27"
"North sea","Labrus bergylta",182,"27"
"North sea","Labrus bergylta",219,"27"
"North sea","Labrus bergylta",227,"27"
"North sea","Labrus bergylta",136,"27"
"North sea","Labrus bergylta",242,"27"
"North sea","Labrus bergylta",112,"27"
"North Sea (southern) and Channel","Trisopterus minutus",44,"27"
"North Sea (southern) and Channel","Trisopterus minutus",137,"27"
"North Sea (southern) and Channel","Trisopterus minutus",182,"27"
"North Sea (southern) and Channel","Trisopterus minutus",219,"27"
"North Sea (southern) and Channel","Trisopterus minutus",227,"27"
"North Sea (southern) and Channel","Trisopterus minutus",164,"27"
"North Sea (southern) and Channel","Trisopterus minutus",165,"27"
"North Sea and Mediterranean Sea","Arnoglossus laterna",44,"27"
"North Sea and Mediterranean Sea","Arnoglossus laterna",137,"27"
"North Sea and Mediterranean Sea","Arnoglossus laterna",182,"27"
"North Sea and Mediterranean Sea","Arnoglossus laterna",219,"27"
"North Sea and Mediterranean Sea","Arnoglossus laterna",227,"27"
"North Sea and Mediterranean Sea","Arnoglossus laterna",136,"27"
"North Sea and Mediterranean Sea","Arnoglossus laterna",242,"27"
"North Sea and Mediterranean Sea","Arnoglossus laterna",112,"27"
"North Sea and Mediterranean Sea","Arnoglossus laterna",138,"37"
"North Sea and Mediterranean Sea","Arnoglossus laterna",219,"37"
"North Sea and Mediterranean Sea","Arnoglossus laterna",225,"37"
"North Sea and Mediterranean Sea","Arnoglossus laterna",229,"37"
"North Sea and Mediterranean Sea","Arnoglossus laterna",46,"37"
"North Sea and Mediterranean Sea","Arnoglossus laterna",64,"37"
"North Sea and Mediterranean Sea","Arnoglossus laterna",45,"37"
"North Sea and Mediterranean Sea","Arnoglossus laterna",230,"37"
"North Sea and Mediterranean Sea","Arnoglossus laterna",63,"37"
"North Sea and Mediterranean Sea","Arnoglossus laterna",139,"37"
"North Sea and Mediterranean Sea","Arnoglossus laterna",140,"37"
"North Sea and Mediterranean Sea","Arnoglossus laterna",178,"37"
"North Sea and Mediterranean Sea","Arnoglossus laterna",232,"37"
"North Sea and Mediterranean Sea","Arnoglossus laterna",50,"37"
"North Sea and Mediterranean Sea","Arnoglossus laterna",51,"37"
"North Sea and Mediterranean Sea","Arnoglossus laterna",61,"37"
"North Sea and Mediterranean Sea","Arnoglossus laterna",58,"37"
"North Sea and Mediterranean Sea","Arnoglossus laterna",59,"37"
"North Sea and Mediterranean Sea","Arnoglossus laterna",60,"37"
"North Sea and Mediterranean Sea","Arnoglossus laterna",62,"37"
"North Sea and Mediterranean Sea","Arnoglossus laterna",193,"37"
"North Sea and Mediterranean Sea","Arnoglossus laterna",195,"37"
"North Sea, 1977-80","Pleuronectes platessa",44,"27"
"North Sea, 1977-80","Pleuronectes platessa",137,"27"
"North Sea, 1977-80","Pleuronectes platessa",182,"27"
"North Sea, 1977-80","Pleuronectes platessa",219,"27"
"North Sea, 1977-80","Pleuronectes platessa",227,"27"
"North Sea, 1977-80","Pleuronectes platessa",136,"27"
"North Sea, 1977-80","Pleuronectes platessa",242,"27"
"North Sea, 1977-80","Pleuronectes platessa",112,"27"
"North--West Atlantic: 3L","Glyptocephalus cynoglossus",188,"21"
"North--West Atlantic: 3NO","Glyptocephalus cynoglossus",188,"21"
"Northeast Pacific","Sebastes entomelas",185,"67"
"Northeast Pacific","Sebastes entomelas",188,"67"
"Northeast Pacific","Sebastes entomelas",207,"67"
"Northeast Pacific","Sebastes entomelas",211,"67"
"northeastern Atlantic","Ammodytes semisquamatus",163,"27"
"northeastern Atlantic","Ammodytes semisquamatus",40,"27"
"northeastern Atlantic","Ammodytes semisquamatus",42,"27"
"northeastern Atlantic","Ammodytes semisquamatus",175,"27"
"northeastern Atlantic","Ammodytes semisquamatus",225,"27"
"northeastern Atlantic","Ammodytes semisquamatus",219,"27"
"northeastern Atlantic","Ammodytes semisquamatus",170,"27"
"northeastern Atlantic","Ammodytes semisquamatus",182,"27"
"northeastern Atlantic","Ammodytes semisquamatus",44,"27"
"northeastern Atlantic","Ammodytes semisquamatus",137,"27"
"northeastern Atlantic","Ammodytes semisquamatus",227,"27"
"northeastern Atlantic","Ammodytes semisquamatus",136,"27"
"northeastern Atlantic","Ammodytes semisquamatus",202,"27"
"northeastern Atlantic","Ammodytes semisquamatus",226,"27"
"northeastern Atlantic","Ammodytes semisquamatus",52,"27"
"northeastern Atlantic","Ammodytes semisquamatus",141,"27"
"northeastern Atlantic","Ammodytes semisquamatus",207,"27"
"northeastern Atlantic","Ammodytes semisquamatus",242,"27"
"northeastern Atlantic","Ammodytes semisquamatus",162,"27"
"northeastern Atlantic","Ammodytes semisquamatus",112,"27"
"northeastern Atlantic","Ammodytes semisquamatus",113,"27"
"northeastern Atlantic","Ammodytes semisquamatus",184,"27"
"northeastern Atlantic","Ammodytes semisquamatus",164,"27"
"northeastern Atlantic","Ammodytes semisquamatus",165,"27"
"northeastern Atlantic","Ammodytes semisquamatus",53,"27"
"northeastern Atlantic","Ammodytes semisquamatus",135,"27"
"Northeastern Atlantic and Mediterranean","Raja melitensis",163,"27"
"Northeastern Atlantic and Mediterranean","Raja melitensis",40,"27"
"Northeastern Atlantic and Mediterranean","Raja melitensis",42,"27"
"Northeastern Atlantic and Mediterranean","Raja melitensis",175,"27"
"Northeastern Atlantic and Mediterranean","Raja melitensis",225,"27"
"Northeastern Atlantic and Mediterranean","Raja melitensis",219,"27"
"Northeastern Atlantic and Mediterranean","Raja melitensis",170,"27"
"Northeastern Atlantic and Mediterranean","Raja melitensis",182,"27"
"Northeastern Atlantic and Mediterranean","Raja melitensis",44,"27"
"Northeastern Atlantic and Mediterranean","Raja melitensis",137,"27"
"Northeastern Atlantic and Mediterranean","Raja melitensis",227,"27"
"Northeastern Atlantic and Mediterranean","Raja melitensis",136,"27"
"Northeastern Atlantic and Mediterranean","Raja melitensis",202,"27"
"Northeastern Atlantic and Mediterranean","Raja melitensis",226,"27"
"Northeastern Atlantic and Mediterranean","Raja melitensis",52,"27"
"Northeastern Atlantic and Mediterranean","Raja melitensis",141,"27"
"Northeastern Atlantic and Mediterranean","Raja melitensis",207,"27"
"Northeastern Atlantic and Mediterranean","Raja melitensis",242,"27"
"Northeastern Atlantic and Mediterranean","Raja melitensis",162,"27"
"Northeastern Atlantic and Mediterranean","Raja melitensis",112,"27"
"Northeastern Atlantic and Mediterranean","Raja melitensis",113,"27"
"Northeastern Atlantic and Mediterranean","Raja melitensis",184,"27"
"Northeastern Atlantic and Mediterranean","Raja melitensis",164,"27"
"Northeastern Atlantic and Mediterranean","Raja melitensis",165,"27"
"Northeastern Atlantic and Mediterranean","Raja melitensis",53,"27"
"Northeastern Atlantic and Mediterranean","Raja melitensis",135,"27"
"Northeastern Atlantic and Mediterranean","Raja melitensis",138,"37"
"Northeastern Atlantic and Mediterranean","Raja melitensis",219,"37"
"Northeastern Atlantic and Mediterranean","Raja melitensis",225,"37"
"Northeastern Atlantic and Mediterranean","Raja melitensis",229,"37"
"Northeastern Atlantic and Mediterranean","Raja melitensis",46,"37"
"Northeastern Atlantic and Mediterranean","Raja melitensis",64,"37"
"Northeastern Atlantic and Mediterranean","Raja melitensis",45,"37"
"Northeastern Atlantic and Mediterranean","Raja melitensis",230,"37"
"Northeastern Atlantic and Mediterranean","Raja melitensis",63,"37"
